Data taken from https://www.sustainablejersey.com/fileadmin/media/resources/Data_Center/Community_Profile_Data_by_Municipality_3.12.25.xlsx ,,,,,Population Characteristics,,,,,,,,,,,,,C&I Properties,General Housing Characteristics,,,,,,Units by Year Structure Built*,,,,,,,,,,Units by Structure Type,,,,,,,,,Occupied Housing Units Primary Heating Fuels,,,,,,,,,Vehicles Available by Occupied Household,,,,Means of Transportation to Work,,,,,,,
Municipality,County,ACS Year,Square Miles,Residential Density (Housing Units / Sq Mile),Population,% White,% Black or African American,% Hispanic or Latino Origin*,% American Indian and Alaska Native,% Asian alone,% Native Hawaiian and Other Pacific Islander alone,% Some other race alone,% Two or more races,Median Household Income,Percent of Population in Poverty,NJ DCA MRI Score*,NJ DCA MRI Rank*,Commercial & Industrial Properties,Total Housing Units*,Total Occupied Housing Units,% Occupied housing units,% Owner-occupied,% Renter-occupied,<75% Occupied*,2020 or later,2010 to 2019 *,2000 to 2009,1990 to 1999,1980 to 1989,1970 to 1979,1960 to 1969,1950 to 1959,1940 to 1949,1939 or earlier,"1-unit, detached","1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more,Mobile home,"Boat, RV, van, etc.",Utility gas,Electricity,"Bottled, tank, or LP gas","Fuel oil, kerosene, etc.",Coal or coke,Wood,Solar Energy,Other fuel,No fuel used,No vehicles available,1 vehicle available,2 vehicles available,3 or more vehicles available,Total Workers 16 Years and Over,"Car, truck, or van -- drove alone","Car, truck, or van -- carpooled",Public transportation (excluding taxicab),Walked,Other means,Worked from home,Mean travel time to work (minutes)
Springfield Twp (Union),Union,2023,5.2,"1,316","16,984",57.40%,11.20%,18.80%,0.00%,10.40%,0.00%,0.80%,1.30%,"$146,059",5.50%,23.6,392,308,"6,844","6,615",97%,62%,38%,,10,290,572,529,585,465,"1,241","2,062",479,611,"3,887",482,221,504,377,368,"1,005",0,0,84.10%,12.40%,0.80%,1.70%,0.00%,0.00%,0.40%,0.30%,0.30%,281,"2,426","2,692","1,216","10,135",62.80%,6.40%,6.30%,1.30%,2.90%,20.40%,28.5
Stafford Twp,Ocean,2023,46.1,325,"29,375",87.60%,0.60%,8.50%,0.00%,0.60%,0.00%,0.50%,2.30%,"$115,544",3.30%,26.6,324,442,"14,988","11,837",79%,89%,11%,,61,"1,856","2,724","3,118","1,978","3,135","1,206",368,167,375,"13,220",499,179,103,79,332,238,338,0,80.70%,13.50%,0.70%,1.70%,0.00%,1.70%,0.60%,0.10%,0.90%,509,"3,755","4,411","3,162","15,276",76.00%,9.00%,0.50%,1.60%,0.70%,12.20%,31
Stanhope Boro,Sussex,2023,1.8,755,"3,551",79.90%,3.10%,11.80%,0.00%,0.40%,0.00%,0.00%,4.90%,"$134,583",2.50%,23.8,390,63,"1,359","1,320",97%,85%,15%,,0,27,72,89,118,343,209,151,121,229,917,179,54,92,40,77,0,0,0,3.20%,11.40%,3.10%,82.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0,435,529,356,"2,015",75.20%,7.90%,1.80%,0.30%,1.70%,12.90%,36.2
Stillwater Twp,Sussex,2023,26.9,69,"4,030",89.40%,0.00%,4.80%,0.10%,3.60%,0.00%,2.00%,0.20%,"$109,777",5.50%,25.7,348,48,"1,858","1,583",85%,91%,9%,,0,45,80,108,230,141,397,213,172,472,"1,646",69,34,0,0,0,40,69,0,3.50%,14.10%,16.40%,56.50%,0.00%,8.00%,0.00%,1.50%,0.00%,12,408,675,488,"1,954",88.10%,4.80%,0.70%,0.00%,0.50%,5.90%,35.6
Stockton Boro,Hunterdon,2023,0.5,470,421,95.50%,0.00%,3.60%,0.00%,0.20%,0.00%,0.00%,0.70%,"$105,263",8.10%,27.9,291,22,235,220,94%,69%,31%,,0,0,7,4,21,22,49,26,17,89,168,14,15,6,21,0,11,0,0,65.00%,22.70%,1.80%,5.50%,0.00%,0.90%,3.20%,0.90%,0.00%,3,61,124,32,228,79.40%,3.10%,0.90%,0.00%,0.90%,15.80%,31.3
Stone Harbor Boro,Cape May,2023,1.4,"2,268",853,97.40%,0.10%,0.70%,0.00%,0.70%,0.00%,0.00%,1.10%,"$128,235",5.00%,16.4,532,195,"3,175",478,15%,85%,16%,Yes,20,401,444,186,427,304,348,516,105,424,"2,241",546,205,46,17,29,90,1,0,64.90%,26.60%,4.60%,0.40%,0.00%,0.00%,0.00%,0.00%,3.60%,27,212,156,83,329,58.70%,6.10%,1.80%,5.20%,4.60%,23.70%,22.8
Stow Creek Twp,Cumberland,2023,18.3,33,"1,332",81.80%,4.60%,9.90%,1.00%,0.00%,0.00%,0.60%,2.10%,"$93,036",7.80%,34.3,170,16,605,513,85%,92%,8%,,0,11,66,97,67,116,73,53,10,112,553,18,4,0,0,0,0,30,0,5.80%,8.80%,13.10%,63.90%,2.30%,4.30%,1.00%,0.00%,0.80%,12,120,179,202,578,84.80%,0.90%,0.00%,3.10%,0.70%,10.60%,30.1
Stratford Boro,Camden,2023,1.6,"1,609","6,965",71.10%,7.80%,13.10%,0.00%,3.20%,0.00%,1.60%,3.20%,"$100,735",10.20%,35.2,156,114,"2,574","2,544",99%,73%,27%,,0,32,6,52,159,142,882,850,230,221,"1,806",81,40,22,69,185,371,0,0,75.90%,14.00%,2.60%,4.80%,0.00%,0.00%,1.30%,0.40%,1.10%,193,805,"1,001",545,"3,625",73.60%,7.10%,5.70%,0.30%,2.00%,11.40%,30.6
Summit City,Union,2023,6,"1,434","22,512",66.80%,7.30%,12.00%,0.00%,8.00%,0.10%,1.20%,4.70%,"$199,107",3.90%,20.3,469,357,"8,603","8,130",95%,72%,28%,,16,164,382,126,431,482,900,"2,563",667,"2,872","5,738",630,507,410,275,238,790,15,0,83.70%,6.20%,1.90%,6.30%,0.20%,0.00%,0.40%,0.30%,1.00%,471,"2,382","3,542","1,735","11,214",47.10%,3.80%,18.50%,5.60%,5.00%,20.00%,34.8
Surf City Boro,Ocean,2023,0.7,"3,650","1,225",97.60%,0.00%,0.90%,0.00%,1.60%,0.00%,0.00%,0.00%,"$118,333",5.00%,21.1,446,82,"2,555",638,25%,92%,8%,Yes,6,247,426,128,190,237,503,468,202,148,"2,298",49,183,21,0,0,4,0,0,77.30%,20.20%,1.40%,0.00%,0.00%,0.00%,0.00%,0.00%,1.10%,27,235,269,107,439,59.50%,1.10%,1.10%,1.80%,1.60%,34.90%,38.4
Sussex Boro,Sussex,2023,0.6,"1,705","2,004",79.70%,0.80%,12.20%,0.00%,1.70%,0.00%,0.00%,5.60%,"$72,601",10.60%,43.1,79,69,"1,023",979,96%,37%,63%,,0,6,21,21,106,186,122,80,56,425,392,56,145,123,73,137,97,0,0,35.10%,23.70%,8.20%,32.40%,0.00%,0.00%,0.00%,0.60%,0.00%,75,481,321,102,"1,101",85.80%,7.00%,1.20%,1.70%,0.00%,4.30%,46.5
Swedesboro Boro,Gloucester,2023,0.7,"1,406","2,720",54.70%,15.30%,27.20%,0.00%,0.90%,0.00%,0.00%,1.90%,"$91,000",6.80%,41.2,96,96,984,910,92%,63%,37%,,19,27,154,71,123,10,139,10,35,396,514,242,78,80,56,6,8,0,0,58.60%,21.50%,3.10%,16.30%,0.00%,0.00%,0.00%,0.00%,0.50%,49,350,288,223,"1,429",76.10%,10.70%,0.00%,1.50%,5.90%,5.90%,24.7
Tabernacle Twp,Burlington,2023,49.2,58,"6,820",94.20%,1.00%,3.20%,0.00%,0.70%,0.00%,0.00%,0.80%,"$110,404",3.70%,25.9,344,65,"2,839","2,751",97%,95%,5%,,40,0,95,295,595,"1,119",141,103,257,194,"2,759",12,0,29,0,0,0,39,0,53.60%,12.10%,2.70%,29.80%,0.00%,0.50%,0.00%,1.30%,0.00%,20,336,"1,294","1,101","3,425",82.60%,4.60%,0.00%,0.10%,1.10%,11.60%,34.7
Tavistock Boro,Camden,2023,0.3,17,12,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,0.00%,0,564,2,5,5,100%,80%,20%,,0,0,0,0,0,1,0,0,4,0,4,0,0,0,1,0,0,0,0,80.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0,0,5,0,10,20.00%,80.00%,0.00%,0.00%,0.00%,0.00%,N
Teaneck Twp,Bergen,2023,6,"2,309","41,499",39.30%,20.90%,25.70%,0.10%,8.50%,0.00%,2.10%,3.50%,"$134,311",5.50%,26.4,329,393,"13,851","13,406",97%,77%,23%,,0,365,294,364,671,267,"1,141","3,741","2,190","4,818","10,219",430,683,277,862,332,981,67,0,77.30%,11.10%,3.30%,6.70%,0.00%,0.10%,0.40%,0.30%,0.90%,"1,079","4,714","5,517","2,096","20,326",46.60%,8.90%,18.00%,2.40%,3.00%,21.10%,34.1
Tenafly Boro,Bergen,2023,4.6,"1,177","15,252",58.30%,1.20%,7.50%,0.00%,31.10%,0.00%,0.40%,1.50%,"$208,088",3.70%,15,546,190,"5,415","5,222",96%,72%,28%,,48,537,352,293,351,287,511,"1,230",433,"1,373","4,110",331,298,122,138,86,268,62,0,86.90%,7.30%,3.20%,1.90%,0.80%,0.00%,0.00%,0.00%,0.00%,54,"1,717","2,650",801,"6,956",56.80%,5.90%,13.00%,0.10%,0.50%,23.70%,41.6
Teterboro Boro,Bergen,2023,1.1,32,120,31.70%,0.80%,66.70%,0.00%,0.80%,0.00%,0.00%,0.00%,-,59.00%,78.5,6,62,35,35,100%,0%,100%,,0,0,6,13,0,4,0,12,0,0,12,4,0,8,11,0,0,0,0,80.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,6,13,6,41,46.30%,34.10%,12.20%,0.00%,0.00%,7.30%,32.9
Tewksbury Twp,Hunterdon,2023,31.6,75,"5,883",81.90%,6.80%,6.40%,0.00%,2.80%,0.30%,0.80%,1.00%,"$188,500",2.00%,17.3,522,46,"2,370","2,278",96%,96%,4%,,0,57,368,249,407,427,417,117,128,200,"2,060",205,63,0,0,25,17,0,0,44.50%,13.00%,7.70%,32.50%,0.00%,1.40%,0.00%,0.80%,0.00%,114,427,867,870,"2,841",68.40%,3.90%,5.20%,0.00%,0.00%,22.50%,39.6
Tinton Falls Boro,Monmouth,2023,15.5,587,"19,252",74.50%,5.90%,9.30%,0.00%,5.50%,0.00%,0.20%,4.60%,"$113,844",8.60%,27.8,292,197,"9,095","8,762",96%,81%,19%,,95,719,"1,268","2,946","1,952",404,395,748,321,247,"4,121","2,059",17,259,419,318,"1,902",0,0,78.90%,17.30%,1.10%,2.10%,0.00%,0.00%,0.60%,0.00%,0.00%,"1,223","2,715","3,083","1,741","9,482",69.70%,6.00%,5.80%,1.20%,0.90%,16.50%,32.1
Toms River Twp,Ocean,2023,40.5,"1,132","97,034",76.50%,4.90%,11.60%,0.00%,3.70%,0.00%,0.30%,2.90%,"$94,964",6.20%,30.5,232,"1,586","45,845","37,215",81%,82%,18%,,217,"4,069","4,359","6,030","6,345","8,342","8,630","5,015","1,594","1,244","36,141","2,070",805,610,"1,524","1,376","1,912","1,407",0,84.60%,9.30%,1.50%,3.70%,0.00%,0.10%,0.20%,0.20%,0.50%,"2,034","12,058","14,586","8,537","46,056",76.40%,8.00%,0.50%,0.40%,1.90%,12.90%,30.5
Totowa Boro,Passaic,2023,4,"1,001","10,919",63.10%,6.90%,23.60%,0.00%,4.30%,0.00%,0.00%,2.20%,"$114,177",3.80%,31.8,212,311,"4,002","3,892",97%,76%,24%,,62,147,290,123,362,274,462,"1,124",382,776,"2,836",365,617,25,28,10,121,0,0,90.60%,4.50%,2.30%,1.80%,0.00%,0.00%,0.30%,0.50%,0.00%,147,"1,297","1,465",983,"5,380",72.90%,9.70%,2.30%,0.30%,0.00%,14.70%,27.3
Trenton City,Mercer,2023,7.6,"4,720","89,966",11.50%,41.10%,44.30%,0.00%,0.50%,0.00%,0.20%,2.40%,"$47,102",24.70%,72.7,8,"2,006","35,871","32,104",89%,36%,64%,,154,"1,313","1,462","1,395","1,739","2,884","3,474","5,474","3,330","14,646","5,506","15,638","3,308","2,288","1,686","1,484","5,930",31,0,66.50%,24.00%,2.20%,6.40%,0.00%,0.00%,0.10%,0.20%,0.80%,"9,325","12,565","7,451","2,763","34,972",57.30%,18.70%,7.30%,4.40%,6.20%,6.10%,26.7
Tuckerton Boro,Ocean,2023,3.4,550,"3,616",83.70%,3.40%,5.70%,0.00%,1.30%,0.00%,0.90%,5.00%,"$78,934",6.90%,30.1,243,101,"1,870","1,691",90%,68%,32%,,29,118,286,196,209,244,178,296,52,262,"1,185",233,17,97,0,0,180,158,0,75.70%,18.70%,1.10%,3.10%,0.00%,0.70%,0.80%,0.00%,0.00%,154,584,656,297,"1,632",75.10%,7.00%,0.10%,1.70%,0.00%,16.10%,33.6
Union Beach Boro,Monmouth,2023,1.8,"1,252","5,722",78.70%,1.80%,16.20%,0.00%,1.80%,0.00%,0.70%,0.80%,"$128,400",1.70%,28.8,270,54,"2,253","2,068",92%,88%,12%,,77,211,210,82,193,234,202,735,95,214,"2,151",62,40,0,0,0,0,0,0,89.10%,4.20%,1.80%,1.10%,0.00%,1.10%,2.60%,0.00%,0.00%,0,454,894,720,"3,603",77.50%,10.30%,6.00%,0.00%,1.30%,4.90%,31.5
Union City,Hudson,2023,1.3,"21,109","66,375",9.90%,3.10%,81.60%,0.00%,3.70%,0.10%,0.50%,1.20%,"$65,369",21.30%,56.8,20,"1,429","27,442","25,782",94%,20%,80%,,30,"1,026","1,888","2,138","2,559","2,694","2,929","2,588","2,487","9,103","1,292",612,"4,616","5,495","4,865","4,088","6,461",7,6,70.10%,19.80%,4.00%,2.70%,0.00%,0.00%,0.00%,1.10%,2.30%,"10,430","11,408","2,993",951,"32,460",32.10%,10.00%,35.40%,11.40%,4.00%,7.10%,32.9
Union Twp (Hunterdon),Hunterdon,2023,18.8,122,"6,402",81.30%,4.10%,5.10%,0.10%,7.20%,0.00%,0.80%,1.60%,"$124,922",5.60%,26.4,333,74,"2,299","2,164",94%,90%,11%,,0,5,269,439,352,564,167,134,61,308,"1,619",354,23,16,61,133,93,0,0,32.70%,22.00%,8.50%,32.70%,0.00%,3.70%,0.40%,0.00%,0.00%,99,494,927,644,"2,742",66.90%,4.60%,1.60%,0.70%,2.00%,24.30%,35.6
Union Twp (Union),Union,2023,9.1,"2,410","60,119",28.20%,37.20%,18.10%,0.00%,10.10%,0.00%,2.50%,3.90%,"$115,938",6.30%,30.8,223,899,"21,932","21,056",96%,73%,27%,,126,797,"1,078",818,"1,514","1,324","2,535","6,110","3,038","4,592","13,795","1,181","3,001","1,244",459,410,"1,813",29,0,81.90%,11.00%,2.20%,3.50%,0.00%,0.00%,0.90%,0.00%,0.40%,"1,212","6,811","8,100","4,933","32,688",69.30%,8.10%,7.50%,1.40%,3.20%,10.50%,30.6
Upper Deerfield Twp,Cumberland,2023,31.2,101,"7,726",56.00%,17.90%,14.10%,2.40%,6.10%,0.00%,1.50%,2.20%,"$76,040",19.70%,44.9,59,137,"3,156","2,904",92%,72%,28%,,26,50,548,518,363,573,305,422,152,199,"2,604",187,84,37,35,0,145,64,0,62.20%,6.20%,2.30%,26.60%,0.00%,1.40%,0.00%,1.40%,0.00%,381,888,873,762,"3,634",82.10%,8.30%,2.70%,2.20%,0.40%,4.30%,24.9
Upper Freehold Twp,Monmouth,2023,46.5,59,"7,237",80.50%,0.40%,8.40%,0.00%,9.20%,0.00%,0.00%,1.60%,"$169,597",3.10%,18.6,508,76,"2,728","2,500",92%,97%,3%,,27,409,925,414,379,120,36,76,24,318,"2,596",52,47,0,0,0,33,0,0,70.00%,2.70%,6.20%,19.70%,0.00%,0.60%,0.00%,0.00%,0.80%,21,495,"1,043",941,"3,184",61.60%,12.40%,1.20%,0.80%,1.20%,22.80%,33.9
Upper Pittsgrove Twp,Salem,2023,40.2,32,"3,440",83.80%,1.20%,8.40%,0.00%,1.30%,0.00%,0.00%,5.30%,"$84,405",8.20%,34.1,173,74,"1,267","1,194",94%,87%,13%,,0,20,48,172,231,232,148,141,16,259,"1,178",0,0,0,0,0,0,89,0,28.30%,4.60%,13.90%,44.20%,0.00%,3.00%,3.00%,2.90%,0.00%,28,148,575,443,"1,601",85.30%,3.90%,0.10%,3.90%,0.00%,6.90%,24.4
Upper Saddle River Boro,Bergen,2023,5.3,512,"8,354",72.40%,1.50%,5.30%,0.00%,16.80%,0.00%,0.40%,3.60%,"$246,719",4.40%,14.2,550,71,"2,715","2,623",97%,90%,10%,,102,108,359,208,164,352,752,455,25,190,"2,414",191,0,29,18,49,14,0,0,91.00%,2.70%,1.80%,4.40%,0.00%,0.00%,0.00%,0.00%,0.00%,68,322,"1,136","1,097","3,822",51.80%,5.70%,8.70%,0.90%,1.40%,31.60%,34.9
Upper Twp,Cape May,2023,62,105,"12,559",92.60%,0.30%,2.50%,0.00%,0.80%,0.00%,0.00%,3.80%,"$109,592",2.30%,23.9,387,328,"6,529","5,195",80%,94%,6%,,43,223,606,945,"1,866","1,339",534,207,95,671,"5,213",206,182,37,0,0,0,891,0,72.00%,12.40%,4.30%,6.70%,0.00%,0.20%,0.30%,4.00%,0.00%,111,"1,254","2,465","1,365","6,186",85.70%,3.20%,0.00%,0.50%,0.20%,10.40%,26
Ventnor City,Atlantic,2023,2,"3,907","9,220",68.30%,4.80%,14.20%,0.30%,8.90%,0.00%,0.40%,3.20%,"$74,619",10.30%,37.3,126,153,"7,813","4,537",58%,62%,38%,Yes,67,336,218,234,667,"1,127","1,475",674,608,"2,407","3,837",677,"1,207",278,229,239,"1,339",7,0,70.60%,22.00%,2.80%,2.30%,0.00%,0.00%,0.70%,0.00%,1.50%,511,"2,236","1,444",346,"4,191",68.20%,8.90%,8.40%,1.60%,1.20%,11.70%,24.3
Vernon Twp,Sussex,2023,67.6,154,"22,513",82.50%,3.00%,10.60%,0.00%,0.80%,0.00%,0.10%,3.10%,"$113,439",3.50%,26.7,321,371,"10,426","8,986",86%,92%,8%,,0,53,667,943,"2,560","2,981","1,485",877,261,599,"7,787",516,111,206,919,281,23,583,0,22.60%,12.90%,12.10%,47.60%,0.30%,2.60%,0.10%,1.40%,0.40%,185,"1,868","4,137","2,796","12,548",75.60%,5.70%,1.10%,0.40%,1.00%,16.20%,41.3
Verona Twp,Essex,2023,2.8,"2,142","14,441",82.70%,1.30%,7.60%,0.30%,3.60%,0.00%,0.00%,4.60%,"$159,044",5.00%,20.3,468,191,"5,997","5,840",97%,78%,22%,,11,276,230,33,207,765,450,"1,527",569,"1,929","3,717",149,346,194,248,129,"1,214",0,0,74.80%,15.70%,1.70%,6.20%,0.00%,0.00%,0.00%,0.60%,1.00%,351,"2,064","2,845",580,"7,194",61.10%,3.70%,11.70%,0.40%,1.20%,22.00%,33.1
Victory Gardens Boro,Morris,2023,0.1,"7,350","1,891",10.50%,5.80%,79.60%,0.00%,1.10%,0.00%,1.80%,1.20%,"$52,235",31.50%,50.1,44,25,735,715,97%,29%,71%,,0,7,3,76,164,116,58,93,174,44,168,143,109,50,61,68,86,50,0,70.30%,18.90%,2.40%,2.20%,0.00%,0.00%,0.00%,0.00%,6.20%,137,343,175,60,970,67.00%,16.10%,0.00%,0.00%,11.40%,5.50%,25.2
Vineland City,Cumberland,2023,68.4,338,"60,692",38.50%,11.10%,45.10%,0.10%,1.40%,0.00%,0.90%,3.00%,"$65,854",13.90%,50.3,43,"1,450","23,093","21,945",95%,69%,31%,,70,946,"2,474","1,838","2,457","4,074","3,184","3,478","1,604","2,968","15,338",927,"1,093","1,228",671,498,"1,708","1,630",0,73.50%,11.80%,2.50%,10.40%,0.00%,0.20%,0.00%,0.70%,0.90%,"1,540","6,647","8,354","5,404","25,102",81.10%,10.40%,0.80%,0.60%,2.00%,5.10%,24
Voorhees Twp,Camden,2023,11.5,"1,103","31,011",61.20%,7.80%,5.90%,0.00%,20.00%,0.10%,1.20%,3.70%,"$112,606",5.10%,27.4,309,549,"12,688","12,360",97%,63%,37%,,0,320,"1,478","1,618","4,421","2,579","1,292",594,92,294,"6,556","1,308",168,330,896,"1,363","2,061",0,6,72.30%,21.50%,3.10%,1.90%,0.20%,0.00%,0.10%,0.40%,0.40%,917,"4,240","4,793","2,410","15,096",67.10%,6.20%,5.10%,0.80%,1.00%,19.80%,31.3
Waldwick Boro,Bergen,2023,2,"1,743","10,090",72.90%,0.90%,17.00%,0.00%,7.50%,0.00%,0.50%,1.30%,"$155,526",2.20%,21.2,441,144,"3,486","3,434",99%,88%,12%,,13,259,21,143,99,251,478,"1,506",337,379,"2,766",246,309,29,0,0,136,0,0,84.50%,11.00%,0.80%,3.40%,0.00%,0.00%,0.00%,0.20%,0.00%,156,707,"1,847",724,"5,143",67.80%,3.00%,7.50%,1.70%,2.00%,18.00%,27.6
Wall Twp,Monmouth,2023,30.7,348,"26,477",86.80%,0.90%,6.80%,0.00%,1.80%,0.00%,0.50%,3.20%,"$138,049",4.00%,21.3,440,733,"10,689","10,261",96%,85%,15%,,39,344,899,"2,185","1,116","1,409","1,221","1,377",986,"1,113","8,660",538,100,205,214,284,580,108,0,89.40%,5.90%,0.70%,3.10%,0.00%,0.60%,0.00%,0.20%,0.20%,278,"2,687","4,205","3,091","13,492",72.10%,6.70%,1.00%,0.80%,2.50%,16.80%,28.5
Wallington Boro,Bergen,2023,1,"5,153","11,825",69.60%,3.90%,19.70%,0.00%,3.60%,0.00%,1.20%,2.00%,"$82,422",12.10%,36,144,193,"5,153","4,905",95%,39%,61%,,0,71,228,354,240,502,"1,240",862,622,"1,034","1,182",147,"1,786",558,417,594,469,0,0,81.40%,10.20%,2.60%,4.70%,0.00%,0.00%,0.00%,0.30%,0.80%,445,"2,024","1,934",502,"5,538",76.40%,6.00%,6.90%,2.50%,3.50%,4.70%,30
Walpack Twp,Sussex,2023,24.2,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,20.2,471,2,3,0,0%,0%,0%,Yes,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-
Wanaque Boro,Passaic,2023,8.1,546,"11,162",72.40%,2.70%,15.70%,0.30%,4.30%,0.00%,0.60%,4.10%,"$112,326",5.90%,29.1,264,124,"4,425","4,350",98%,79%,22%,,0,494,485,174,210,589,346,821,357,949,"2,679",340,585,108,42,35,636,0,0,89.00%,4.90%,1.00%,4.80%,0.00%,0.00%,0.00%,0.30%,0.00%,192,"1,367","1,932",859,"5,980",79.80%,7.10%,1.30%,2.10%,3.00%,6.70%,31.3
Wantage Twp,Sussex,2023,66.8,64,"10,897",87.90%,3.10%,6.70%,0.10%,0.00%,0.00%,0.20%,2.00%,"$103,672",6.60%,30,245,155,"4,289","4,073",95%,83%,17%,,22,188,712,389,607,909,458,405,263,336,"3,498",165,95,168,54,7,302,0,0,6.00%,16.10%,7.10%,63.90%,0.10%,6.10%,0.00%,0.70%,0.00%,117,"1,037","1,436","1,483","5,401",83.60%,7.80%,0.00%,0.40%,0.60%,7.70%,34.4
Warren Twp,Somerset,2023,19.6,293,"15,962",67.70%,3.30%,7.00%,0.10%,17.10%,0.00%,0.90%,4.10%,"$189,393",2.60%,18.5,509,219,"5,751","5,459",95%,88%,12%,,128,387,708,"1,066","1,100",458,808,604,174,318,"4,968",80,49,41,328,38,171,76,0,83.20%,9.70%,1.00%,4.90%,0.00%,0.70%,0.00%,0.40%,0.20%,97,839,"2,854","1,669","8,388",59.20%,5.80%,3.70%,0.30%,0.90%,30.10%,36
Washington Boro,Warren,2023,2,"1,562","7,287",72.50%,4.50%,15.50%,0.00%,1.80%,0.00%,0.40%,5.40%,"$79,280",11.50%,40.4,109,171,"3,124","3,047",98%,56%,44%,,0,210,412,85,174,267,281,416,151,"1,128","1,644",454,328,72,194,60,372,0,0,63.90%,22.70%,1.20%,9.10%,0.00%,0.00%,0.00%,2.60%,0.40%,223,"1,146","1,184",494,"3,626",77.50%,4.70%,2.30%,1.90%,0.40%,13.10%,36.5
Washington Twp (Bergen),Bergen,2023,3,"1,121","9,276",81.20%,1.80%,8.30%,0.10%,6.30%,0.00%,0.00%,2.50%,"$168,922",2.50%,19.3,489,23,"3,363","3,317",99%,94%,6%,,8,14,141,141,290,196,"1,107","1,099",267,100,"2,950",280,83,0,10,0,40,0,0,93.00%,3.10%,1.30%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,24,685,"1,807",801,"4,618",70.80%,4.70%,4.50%,0.20%,1.30%,18.40%,29.6
Washington Twp (Burlington),Burlington,2023,101.7,3,540,88.10%,0.70%,6.70%,0.00%,0.90%,0.00%,0.00%,3.50%,"$85,417",4.70%,33.6,180,18,307,234,76%,77%,23%,,0,6,12,24,34,42,50,37,26,76,293,0,3,0,0,0,0,11,0,0.00%,21.80%,16.20%,51.70%,0.00%,8.50%,0.00%,1.70%,0.00%,8,99,53,74,207,87.00%,2.90%,0.00%,1.90%,0.00%,8.20%,32.4
Washington Twp (Gloucester),Gloucester,2023,21.3,884,"48,961",81.20%,6.20%,5.40%,0.00%,4.10%,0.00%,0.30%,2.90%,"$114,520",5.00%,26.8,317,846,"18,822","18,329",97%,83%,17%,,44,507,"1,752","2,842","5,455","4,206","2,608",844,379,185,"13,718","1,968",138,661,"1,040",262,883,152,0,86.10%,9.20%,1.20%,2.70%,0.00%,0.10%,0.40%,0.10%,0.10%,755,"5,264","8,226","4,084","25,187",73.90%,6.30%,1.20%,0.90%,0.90%,16.70%,30.2
Washington Twp (Morris),Morris,2023,44.6,145,"18,177",80.40%,1.60%,11.20%,0.00%,4.20%,0.00%,0.40%,2.30%,"$164,639",3.50%,19.1,492,194,"6,452","6,330",98%,90%,10%,,0,191,495,865,"1,558","1,519",907,309,149,459,"5,536",372,15,68,225,94,70,72,0,52.40%,6.60%,7.30%,30.80%,0.00%,1.60%,0.10%,1.20%,0.00%,114,"1,335","2,838","2,043","8,822",67.70%,3.30%,1.10%,1.10%,0.90%,25.90%,36.3
Washington Twp (Warren),Warren,2023,18,146,"6,597",77.20%,6.50%,7.30%,0.00%,6.60%,0.00%,0.00%,2.30%,"$131,250",5.30%,26.2,335,115,"2,619","2,567",98%,85%,15%,,0,70,433,257,364,463,218,285,154,375,"2,262",224,117,0,0,0,16,0,0,55.80%,6.20%,2.60%,31.60%,0.60%,2.20%,0.00%,0.00%,1.00%,97,619,"1,099",752,"3,512",79.30%,2.80%,2.10%,0.00%,0.50%,15.30%,35.3
Watchung Boro,Somerset,2023,6,405,"6,429",73.20%,1.30%,8.90%,0.00%,11.50%,0.00%,0.50%,4.60%,"$166,536",2.10%,20.2,475,94,"2,429","2,327",96%,87%,13%,,0,76,354,207,295,293,668,185,190,161,"1,903",105,17,0,108,116,180,0,0,87.80%,5.60%,1.80%,4.90%,0.00%,0.00%,0.00%,0.00%,0.00%,109,489,"1,201",528,"3,044",62.90%,1.10%,6.90%,1.30%,0.00%,27.80%,32
Waterford Twp,Camden,2023,36,108,"10,416",82.80%,2.30%,10.70%,0.00%,0.70%,0.00%,0.00%,3.50%,"$107,862",8.60%,36.7,134,137,"3,891","3,820",98%,86%,14%,,0,56,198,474,716,"1,132",423,366,191,335,"3,301",284,67,236,3,0,0,0,0,66.30%,12.90%,1.10%,17.90%,0.00%,0.20%,1.20%,0.30%,0.00%,62,942,"1,653","1,163","5,595",77.60%,9.10%,0.40%,0.40%,0.40%,12.10%,31.6
